6
0.559765      0.000049      0.00004   1    10.145411
0.291862      0.010512      0.0002    47    22.090347
0.108825      1.307590      0.1       16    46.973515
0.032543      62.830084     1.5       7     87.837260
0.005986      1681.372778   80        4     150.533465
1.019000e-03  6.659278e+04  1.0e2     3     2.763309e+02
1.340000e+06 
